"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
Walking 5.0 mph,472.71,563.08,654.01,744.66,1.31575322158198
Walking 5.0 mph,472.21,562.46,654.45,744.31,1.07032990201121
Walking 5.0 mph,471.56,563.18,654.79,745.87,0.81942773598029
Walking 5.0 mph,472.54,563.5,653.62,745.57,1.03916458131123
Walking 5.0 mph,472.1,563.1,654.83,744.07,1.10378449463563
Walking 5.0 mph,472.34,563.17,653.1,744.17,1.65567037772609
Walking 5.0 mph,471.02,562.65,653.85,744.48,1.90885303601961
Walking 5.0 mph,472.91,563.89,654.72,744.89,0.68822907322702
Walking 5.0 mph,472.76,562.67,653.62,744.09,1.47097519113817
Walking 5.0 mph,471.22,563.22,653.94,745.29,2.47817696889988
Walking 5.0 mph,471.8,562.65,653.14,745.91,1.20579177858525
Walking 5.0 mph,471.35,562.98,654.9,744.45,0.64894131047838
Walking 5.0 mph,471.95,563.83,653.33,745.29,2.21978355885139
Walking 5.0 mph,472.2,562.49,653.03,744.67,1.86144750130838
Walking 5.0 mph,472.56,563.78,653.56,745.18,1.84368494548192
Walking 5.0 mph,472.33,563.93,654.5,745.79,2.24193359001629
Walking 5.0 mph,471.95,563.0,654.43,745.13,1.42227716051026
Walking 5.0 mph,471.56,562.55,653.82,744.35,2.43722938310235
Walking 5.0 mph,472.88,562.16,654.1,744.93,1.68485783422132
Walking 5.0 mph,472.75,562.12,653.19,745.15,1.34729788334379
Walking 5.0 mph,472.04,563.99,654.66,744.0,1.34369728647797
Walking 5.0 mph,471.29,563.08,653.3,745.78,1.68143054282471
Walking 5.0 mph,472.98,562.72,654.47,745.74,2.120924425679
Walking 5.0 mph,472.56,562.56,653.37,745.36,2.319185458328
Walking 5.0 mph,471.43,563.29,653.02,745.2,1.98911592315202
Walking 5.0 mph,472.19,563.27,654.09,745.24,2.09063754536981
Walking 5.0 mph,472.66,563.36,654.31,744.08,1.23503510446383
Walking 5.0 mph,471.17,562.61,653.34,744.95,1.00555387936284
Walking 5.0 mph,471.31,563.62,653.35,744.08,1.61893172374509
Walking 5.0 mph,471.2,562.78,653.84,744.55,1.73140896477011
Walking 5.0 mph,472.56,563.63,653.67,744.51,0.90758477412168
Walking 5.0 mph,471.63,562.21,653.39,745.66,1.64650412276287
Walking 5.0 mph,472.29,563.32,653.32,744.79,2.36743564370552
Walking 5.0 mph,471.06,563.79,654.06,745.1,2.48135132865988
Walking 5.0 mph,471.67,562.39,653.89,744.45,2.10114971352677
Walking 5.0 mph,471.81,563.21,654.95,744.37,0.90006438405478
Walking 5.0 mph,471.04,562.14,653.82,745.33,2.04088010515951
Walking 5.0 mph,471.76,563.95,654.05,744.93,1.82625052160713
Walking 5.0 mph,472.35,563.62,654.72,744.29,2.00711947715077
Walking 5.0 mph,472.85,563.57,653.77,744.67,1.36355287654248
Walking 5.0 mph,472.09,562.13,654.1,745.36,1.70675110775852
Walking 5.0 mph,471.16,562.37,654.2,745.64,0.76180519841188
Walking 5.0 mph,471.95,562.18,654.04,745.55,2.1909525175496
Walking 5.0 mph,471.71,562.66,653.06,744.06,2.28601545343901
Walking 5.0 mph,472.88,563.01,654.68,745.87,2.39919538522594
Walking 5.0 mph,472.79,563.85,654.37,745.86,0.8410061959888
Walking 5.0 mph,472.81,562.22,653.08,744.5,1.30032056091814
Walking 5.0 mph,471.56,563.34,653.0,745.11,1.3949027794277
Walking 5.0 mph,472.09,563.07,654.76,745.93,1.88523151706501
Walking 5.0 mph,473.0,563.52,654.81,745.43,2.20956750723484
Walking 5.0 mph,471.7,563.68,653.23,744.18,1.28839323032005
Walking 5.0 mph,472.96,563.65,653.18,745.9,2.63415129069497
Walking 5.0 mph,472.68,562.33,654.25,744.53,1.87341055976591
Walking 5.0 mph,471.29,562.09,654.32,744.94,2.20539577654772
Walking 5.0 mph,472.34,562.09,654.54,745.2,1.7167737895852
Walking 5.0 mph,471.54,563.69,654.65,745.27,1.26246505331679
Walking 5.0 mph,472.05,562.59,653.9,745.68,0.76247245774472
Walking 5.0 mph,471.22,562.24,654.31,745.85,2.59346382120379
Walking 5.0 mph,471.67,562.25,654.91,744.71,1.08134537041573
Walking 5.0 mph,472.33,562.33,654.62,745.12,1.85076539754636
Walking 5.0 mph,472.96,562.75,653.84,745.01,0.95461716391771
Walking 5.0 mph,471.26,562.8,653.94,744.07,1.91387034078593
Walking 5.0 mph,471.06,563.28,653.72,744.95,1.79894481654306
Walking 5.0 mph,471.54,563.71,653.72,744.62,0.81490069657518
Walking 5.0 mph,472.1,562.71,653.4,744.12,1.46001490776247
Walking 5.0 mph,472.95,563.51,654.44,745.65,1.89624027492002
Walking 5.0 mph,471.09,562.93,654.85,744.41,1.14909182578867
Walking 5.0 mph,471.79,563.06,654.33,744.28,1.98401635811636
Walking 5.0 mph,471.46,563.86,653.1,744.39,2.17196952169324
Walking 5.0 mph,471.31,563.4,654.79,744.26,2.32138960489308
Walking 5.0 mph,471.24,563.53,654.44,744.37,0.9161705643532
Walking 5.0 mph,471.85,563.24,653.82,744.96,1.26850205195519
Walking 5.0 mph,471.79,562.94,653.52,744.94,2.02145213611822
Walking 5.0 mph,472.91,562.98,653.01,744.25,2.03995913058318
Walking 5.0 mph,472.1,563.35,654.89,745.08,2.13284049065027
Walking 5.0 mph,472.27,563.34,654.98,745.62,0.82540961242657
Walking 5.0 mph,471.92,563.26,654.68,744.9,2.26172087473648
Walking 5.0 mph,471.45,563.03,654.39,745.63,1.21008816608708
Walking 5.0 mph,472.88,563.11,654.18,745.14,2.12859971906661
Walking 5.0 mph,472.44,562.37,654.0,745.61,1.88351311686721
Walking 5.0 mph,472.75,563.39,653.44,744.23,2.08151222014396
Walking 5.0 mph,472.64,562.15,654.14,745.13,0.65717678927758
Walking 5.0 mph,472.74,562.31,654.15,745.32,2.39294263103455
Walking 5.0 mph,471.12,563.79,653.08,745.77,1.27616276019149
Walking 5.0 mph,471.7,563.46,653.69,744.23,0.78833421770601
Walking 5.0 mph,472.21,563.22,654.87,744.6,0.75871372888764
Walking 5.0 mph,472.75,562.02,654.84,744.54,2.07690771939838
Walking 5.0 mph,472.83,562.19,654.34,744.34,0.99806016578509
Walking 5.0 mph,472.86,563.72,654.78,744.09,0.77225271677175
Walking 5.0 mph,471.03,562.74,654.28,745.43,1.2086389409204
Walking 5.0 mph,472.56,563.01,654.58,744.41,1.54116645984169
Walking 5.0 mph,472.9,562.84,654.11,745.24,1.75144108775466
Walking 5.0 mph,472.52,562.7,653.18,745.35,2.38489996166603
Walking 5.0 mph,471.19,562.13,653.02,745.47,2.16787616598651
Walking 5.0 mph,472.48,562.37,653.22,745.56,2.01531279652907
Walking 5.0 mph,471.03,562.27,654.85,745.18,0.76423362428115
Walking 5.0 mph,471.88,563.93,654.59,744.8,1.37523846839391
Walking 5.0 mph,472.02,562.76,653.92,744.65,0.75849051781754
Walking 5.0 mph,471.41,563.8,654.41,744.53,2.3924465768436
Walking 5.0 mph,471.61,563.35,653.01,745.17,0.87729052562249
Walking 5.0 mph,471.72,562.57,653.08,745.57,2.14935026691859
Walking 5.0 mph,471.31,563.64,654.98,744.7,1.94174950489904
Walking 5.0 mph,472.63,562.7,653.77,745.56,2.07587706588818
Walking 5.0 mph,471.74,562.84,653.46,745.15,1.39329118271558
Walking 5.0 mph,472.11,563.55,653.42,745.0,2.18612643106488
Walking 5.0 mph,472.71,562.33,654.12,745.47,1.53444352523492
Walking 5.0 mph,471.33,562.96,654.27,745.08,1.63294792749592
Walking 5.0 mph,471.2,563.77,653.34,745.04,2.22170761906685
Walking 5.0 mph,472.59,562.18,653.61,744.82,0.83533778580345
Walking 5.0 mph,471.34,563.58,653.25,745.34,1.81496455804483
Walking 5.0 mph,471.63,562.11,653.41,745.07,1.39077209266956
Walking 5.0 mph,472.28,562.07,654.07,745.67,2.03064391892764
Walking 5.0 mph,471.56,562.69,654.81,744.4,2.1934832810354
Walking 5.0 mph,471.88,563.16,653.54,744.48,2.1231541102633
Walking 5.0 mph,471.76,562.71,654.95,744.15,1.58950666043627
Walking 5.0 mph,472.03,562.23,654.57,745.48,2.00810380294613
Walking 5.0 mph,471.65,563.28,653.38,744.03,1.09753717723712
Walking 5.0 mph,472.69,562.01,654.41,744.79,1.80970664639103
Walking 5.0 mph,471.46,562.92,653.05,745.69,2.51491508607607
Walking 5.0 mph,472.61,563.84,654.68,745.85,1.57052344560301
Walking 5.0 mph,472.86,562.08,654.17,745.35,1.11844149995287
Walking 5.0 mph,472.54,562.1,653.99,744.28,1.89517528125086
Walking 5.0 mph,472.99,562.16,654.07,744.19,1.70514132319315
Walking 5.0 mph,471.46,563.16,653.76,745.26,2.23345750169585
Walking 5.0 mph,471.41,562.88,654.07,745.01,0.85194747117237
Walking 5.0 mph,472.22,562.77,654.52,745.18,1.49497494526417
Walking 5.0 mph,472.13,562.69,654.41,745.54,2.5258926309016
Walking 5.0 mph,471.61,562.68,654.35,745.74,1.87772598288323
Walking 5.0 mph,471.29,562.99,654.14,744.12,1.03939646643167
Walking 5.0 mph,472.08,562.58,653.63,745.37,2.40885292450641
Walking 5.0 mph,472.75,562.12,654.7,745.88,1.86339104537754
Walking 5.0 mph,472.01,562.11,653.31,745.39,1.90783326200638
Walking 5.0 mph,472.48,562.35,653.15,745.55,2.64567701348723
Walking 5.0 mph,472.39,563.3,654.12,744.17,1.16537610386716
Walking 5.0 mph,471.03,562.58,654.27,745.83,2.24931402838113
Walking 5.0 mph,472.65,563.83,653.28,745.8,1.50957267354941
Walking 5.0 mph,472.82,562.95,654.27,745.7,1.39229650078717
Walking 5.0 mph,472.1,562.41,654.76,744.89,1.272221998204
Walking 5.0 mph,472.27,562.21,654.44,744.86,0.95849616322593
Walking 5.0 mph,471.83,563.81,654.15,744.21,2.08989332801721
Walking 5.0 mph,471.39,562.83,654.15,745.35,1.94787013301157
Walking 5.0 mph,471.36,562.72,654.62,744.63,0.8821389021661
Walking 5.0 mph,471.84,562.44,653.6,745.45,1.10739224464108
Walking 5.0 mph,471.46,562.12,653.59,745.34,0.88837103074137
Walking 5.0 mph,472.78,562.63,653.84,745.08,1.9870192948785
Walking 5.0 mph,471.38,563.5,653.13,744.71,1.62682289870917
Walking 5.0 mph,471.65,562.97,653.08,745.88,2.49851965998211
Walking 5.0 mph,471.96,563.34,653.5,744.9,1.95897528371035
Walking 5.0 mph,472.08,563.34,654.11,744.95,2.25732858249683
Walking 5.0 mph,471.79,562.87,653.51,745.56,2.4047040907254
Walking 5.0 mph,471.44,562.93,654.9,745.53,1.03553370383426
Walking 5.0 mph,471.37,562.73,654.38,744.15,2.08758770639495
Walking 5.0 mph,471.28,562.95,653.36,744.81,1.10672842059573
Walking 5.0 mph,472.81,563.32,653.06,744.36,2.35903196808127
Walking 5.0 mph,472.82,563.51,654.09,745.77,0.65980864973996
Walking 5.0 mph,472.97,562.5,654.02,744.88,2.63026091509061
Walking 5.0 mph,471.05,563.95,653.49,744.39,2.44776488847657
Walking 5.0 mph,472.23,563.27,654.36,744.22,1.95128144856472
Walking 5.0 mph,471.59,562.87,654.88,744.89,1.86674186491536
Walking 5.0 mph,471.93,563.53,654.2,744.87,2.45912861398894
Walking 5.0 mph,472.15,563.05,654.58,745.77,2.56909729520236
Walking 5.0 mph,471.41,563.84,654.78,744.87,1.08193684706114
Walking 5.0 mph,472.36,562.5,653.07,745.13,1.05934330474672
Walking 5.0 mph,471.82,562.53,653.78,745.65,2.18629429075898
Walking 5.0 mph,471.57,563.14,654.37,744.81,2.64427084488314
Walking 5.0 mph,471.34,563.6,654.84,744.06,1.88301393091196
Walking 5.0 mph,472.36,563.82,653.42,745.94,1.29257180370842
Walking 5.0 mph,472.16,563.85,653.19,745.2,1.24816090288058
Walking 5.0 mph,472.28,562.94,654.9,745.99,2.29820580367738
Walking 5.0 mph,471.46,562.91,654.81,745.46,1.72726652209848
Walking 5.0 mph,472.66,563.4,653.25,745.35,1.73926421643556
Walking 5.0 mph,472.62,562.38,653.55,744.73,1.7312153832629
Walking 5.0 mph,471.17,563.38,653.16,744.75,0.92125099129864
Walking 5.0 mph,471.78,563.77,653.62,745.11,1.96000921353587
Walking 5.0 mph,471.32,563.32,654.66,744.33,1.03076571020325
Walking 5.0 mph,472.26,562.82,654.18,745.74,2.61303145495304
Walking 5.0 mph,472.34,563.89,654.36,744.35,0.89223731150464
Walking 5.0 mph,472.27,562.15,654.65,744.31,1.07085396626008
Walking 5.0 mph,471.81,562.82,653.93,745.12,0.87692123350957
Walking 5.0 mph,471.46,563.69,654.96,744.86,2.35324093945119
Walking 5.0 mph,472.3,562.78,654.78,744.19,1.18035241963572
Walking 5.0 mph,472.67,562.61,654.82,744.72,0.76628472997806
Walking 5.0 mph,472.45,563.51,653.93,744.01,1.6512194754701
Walking 5.0 mph,471.52,562.01,653.15,744.52,1.06014473096063
Walking 5.0 mph,471.22,563.79,654.83,744.96,0.89283368101655
Walking 5.0 mph,472.15,563.16,653.87,745.65,2.47867307601366
Walking 5.0 mph,471.58,563.83,653.19,745.13,0.97431721034574
Walking 5.0 mph,472.4,562.88,653.36,745.82,0.72363332340526
Walking 5.0 mph,472.21,562.36,653.61,744.43,2.20127592254015
Walking 5.0 mph,472.5,563.79,653.75,745.45,0.66636214020023
Walking 5.0 mph,472.3,563.78,654.85,745.81,0.98192233657299
Walking 5.0 mph,472.01,563.17,653.78,745.66,1.2920314370132
Walking 5.0 mph,472.41,562.28,654.18,745.95,2.62887173492943
Walking 5.0 mph,471.83,563.07,654.54,745.53,1.30619925532574
Walking 5.0 mph,471.67,562.43,653.51,744.37,1.45604288557176
Walking 5.0 mph,471.45,563.64,653.29,744.65,1.4447890585516
Walking 5.0 mph,471.38,562.57,653.87,744.63,1.03584951821897
"Walking, pushing a wheelchair",236.0,281.0,327.0,372.0,0.823235629850746
"Walking, pushing a wheelchair",236.73,280.49,327.2,371.15,0.44605041571036
"Walking, pushing a wheelchair",235.15,281.69,327.92,371.23,0.1462708890461
"Walking, pushing a wheelchair",235.96,281.92,326.79,372.58,1.34486741800208
"Walking, pushing a wheelchair",235.57,280.73,326.97,371.37,1.18588098307511
"Walking, pushing a wheelchair",236.47,281.42,326.73,371.89,1.26805823275265
"Walking, pushing a wheelchair",235.6,280.43,327.99,371.57,0.06108850944941
"Walking, pushing a wheelchair",236.68,280.45,326.21,372.22,1.33397883048928
"Walking, pushing a wheelchair",236.67,280.84,327.73,371.21,0.41354745115661
"Walking, pushing a wheelchair",235.08,280.74,326.59,371.07,0.74323378890353
"Walking, pushing a wheelchair",236.15,281.22,326.82,372.67,1.42036321205217
"Walking, pushing a wheelchair",236.52,280.82,327.25,371.94,1.30300625545306
"Walking, pushing a wheelchair",235.85,280.59,326.95,372.61,1.08066345893049
"Walking, pushing a wheelchair",235.31,281.14,327.2,372.01,1.07304138440641
"Walking, pushing a wheelchair",236.16,281.18,328.0,371.11,1.40909027338946
"Walking, pushing a wheelchair",235.29,280.55,327.37,372.4,0.79834877750304
"Walking, pushing a wheelchair",235.13,281.6,327.54,371.32,0.6249947596438
"Walking, pushing a wheelchair",236.4,281.96,327.58,372.74,0.35997992428018
"Walking, pushing a wheelchair",235.1,281.55,327.75,372.95,0.38466604157094
"Walking, pushing a wheelchair",236.38,280.41,326.26,371.66,0.54504191299861
"Walking, pushing a wheelchair",236.29,281.33,327.52,371.93,0.17983588259476
"Walking, pushing a wheelchair",235.25,281.94,327.5,371.9,1.45324053171788
"Walking, pushing a wheelchair",236.55,281.77,327.45,372.97,1.02315603114377
"Walking, pushing a wheelchair",235.8,281.76,327.45,372.44,1.75209392459132
"Walking, pushing a wheelchair",235.62,280.06,326.48,372.9,0.56931281776761
"Walking, pushing a wheelchair",235.17,281.06,326.5,371.94,0.15509617960437
"Walking, pushing a wheelchair",236.2,280.98,326.93,372.31,-0.09425749383601
"Walking, pushing a wheelchair",235.9,281.75,326.92,372.71,0.12934756807935
"Walking, pushing a wheelchair",236.26,281.91,327.31,371.21,-0.02057388213343
"Walking, pushing a wheelchair",236.6,281.33,327.36,371.11,1.40641523018043
"Walking, pushing a wheelchair",236.38,281.18,326.08,371.52,1.38894009902789
"Walking, pushing a wheelchair",235.39,281.13,327.44,372.81,1.57192273821158
"Walking, pushing a wheelchair",235.62,281.26,326.17,372.72,0.83496428237737
"Walking, pushing a wheelchair",235.81,280.03,327.88,371.6,0.55983312483692
"Walking, pushing a wheelchair",235.95,281.85,326.71,372.07,0.8977170448144
"Walking, pushing a wheelchair",236.49,280.87,326.86,372.68,1.77766820770519
"Walking, pushing a wheelchair",236.7,281.24,326.5,371.66,-0.03213675638528
"Walking, pushing a wheelchair",235.64,281.29,327.83,372.05,1.06741078323084
"Walking, pushing a wheelchair",236.83,280.32,327.68,371.85,-0.00384148394843
"Walking, pushing a wheelchair",235.62,281.4,327.95,371.06,0.20639831838773
"Walking, pushing a wheelchair",235.77,280.9,326.88,372.58,0.6681922284677
"Walking, pushing a wheelchair",235.84,281.04,327.46,371.45,1.47054928392382
"Walking, pushing a wheelchair",236.47,280.8,327.62,372.48,0.83313760372186
"Walking, pushing a wheelchair",235.01,280.12,326.26,371.85,1.69693231733382
"Walking, pushing a wheelchair",236.3,281.92,327.69,372.46,0.42699708693427
"Walking, pushing a wheelchair",235.56,281.87,327.25,372.32,0.85320990890888
"Walking, pushing a wheelchair",236.15,281.71,327.0,371.69,1.053027582002
"Walking, pushing a wheelchair",235.27,281.86,327.83,371.63,0.65783829340571
"Walking, pushing a wheelchair",235.79,281.44,326.53,371.61,1.66544172630163
"Walking, pushing a wheelchair",235.67,280.03,327.96,372.82,0.12633834286107
"Walking, pushing a wheelchair",235.03,280.42,326.12,372.33,-0.09800468918783
"Walking, pushing a wheelchair",236.98,280.52,326.47,371.78,0.85021309790017
"Walking, pushing a wheelchair",236.37,280.51,326.15,372.13,1.79125470994673
"Walking, pushing a wheelchair",235.94,281.23,326.01,372.66,0.06828904923531
"Walking, pushing a wheelchair",235.32,280.83,326.25,372.16,0.89923353439481
"Walking, pushing a wheelchair",236.87,281.24,326.49,372.32,1.76136456649121
"Walking, pushing a wheelchair",235.34,281.43,327.34,372.77,0.92695773080872
"Walking, pushing a wheelchair",235.33,281.62,326.96,372.87,-0.17088512831284
"Walking, pushing a wheelchair",236.36,281.04,327.38,371.64,0.1589859622956
"Walking, pushing a wheelchair",236.78,280.94,327.17,372.06,-0.15669750215792
"Walking, pushing a wheelchair",236.81,281.72,326.22,372.67,0.67125607860792
"Walking, pushing a wheelchair",235.35,281.22,326.54,372.05,1.71536391168107
"Walking, pushing a wheelchair",235.22,280.96,327.48,371.2,1.14778355311139
"Walking, pushing a wheelchair",236.34,281.16,326.17,372.19,0.18465049815444
"Walking, pushing a wheelchair",235.25,280.52,326.54,371.55,0.50016137256364
"Walking, pushing a wheelchair",235.89,280.49,326.31,372.46,1.31212709409273
"Walking, pushing a wheelchair",235.06,280.13,326.55,371.2,0.29506275787181
"Walking, pushing a wheelchair",236.95,280.87,326.37,372.38,1.71461866813088
"Walking, pushing a wheelchair",236.34,280.38,327.37,371.03,0.90478788399352
"Walking, pushing a wheelchair",235.73,280.66,326.83,372.03,1.76646597396536
"Walking, pushing a wheelchair",236.45,281.31,327.95,371.41,0.94560053371509
"Walking, pushing a wheelchair",236.56,281.17,327.17,372.11,0.70291461069023
"Walking, pushing a wheelchair",235.73,281.07,327.88,371.02,1.20300832470344
"Walking, pushing a wheelchair",236.5,281.58,327.3,372.06,1.33263504159631
"Walking, pushing a wheelchair",236.14,280.57,326.39,371.42,0.28899033631418
"Walking, pushing a wheelchair",236.21,280.88,327.59,373.0,0.85821206622915
"Walking, pushing a wheelchair",236.17,280.55,326.14,372.65,1.37320877627636
"Walking, pushing a wheelchair",236.19,281.08,327.79,371.3,-0.12792857629432
"Walking, pushing a wheelchair",236.47,281.25,326.01,372.66,1.53150807074162
"Walking, pushing a wheelchair",236.61,281.55,326.95,372.72,1.59365734828181
"Walking, pushing a wheelchair",236.03,281.69,327.12,372.1,0.46927873796003
"Walking, pushing a wheelchair",235.68,280.82,327.79,372.96,1.00895169759717
"Walking, pushing a wheelchair",236.64,280.16,327.26,371.58,-0.00515213070676
"Walking, pushing a wheelchair",236.27,281.79,327.18,372.14,1.28599489309908
"Walking, pushing a wheelchair",235.14,281.73,326.21,371.57,1.48039180866669
"Walking, pushing a wheelchair",235.86,281.58,327.66,372.75,0.86014161500931
"Walking, pushing a wheelchair",236.02,280.29,327.23,371.29,0.87631609164919
"Walking, pushing a wheelchair",236.88,281.26,326.32,371.02,0.82230375372075
"Walking, pushing a wheelchair",235.33,281.65,326.61,371.84,0.84159980169164
"Walking, pushing a wheelchair",235.08,281.51,327.82,371.61,0.11728592707759
"Walking, pushing a wheelchair",236.5,281.96,327.43,371.25,0.60886449289614
"Walking, pushing a wheelchair",236.26,280.2,327.64,371.62,1.54490202724615
"Walking, pushing a wheelchair",235.66,281.55,326.11,371.96,1.58790021158899
"Walking, pushing a wheelchair",235.92,281.61,326.68,372.62,0.33968106914794
"Walking, pushing a wheelchair",235.9,280.87,327.98,372.67,1.2711965089702
"Walking, pushing a wheelchair",235.66,281.84,327.06,372.63,1.42437372149548
"Walking, pushing a wheelchair",235.53,281.72,327.12,372.76,1.54481325291406
"Walking, pushing a wheelchair",235.6,281.49,327.66,371.82,1.1201852523148
"Walking, pushing a wheelchair",235.55,281.75,326.71,371.04,1.20651755595148
"Walking, pushing a wheelchair",236.84,281.63,327.11,372.09,1.80404204764309
"Walking, pushing a wheelchair",236.91,280.41,327.59,372.12,0.6119434086836
"Walking, pushing a wheelchair",235.27,281.18,326.91,371.52,0.61544014131405
"Walking, pushing a wheelchair",235.65,280.44,327.77,371.55,1.08574028050855
"Walking, pushing a wheelchair",236.01,281.41,326.34,372.68,0.90702329691546
"Walking, pushing a wheelchair",235.15,281.38,326.66,372.69,0.07171130930827
"Walking, pushing a wheelchair",235.03,280.79,326.31,371.01,1.27074430854548
"Walking, pushing a wheelchair",235.23,280.8,327.58,372.27,0.82916336307889
"Walking, pushing a wheelchair",236.52,280.5,326.53,372.24,1.71629729621344
"Walking, pushing a wheelchair",236.16,281.39,326.55,371.41,0.20182150930519
"Walking, pushing a wheelchair",235.87,281.39,326.07,371.96,1.12852157007439
"Walking, pushing a wheelchair",236.33,280.74,327.99,372.27,0.3218825776623
"Walking, pushing a wheelchair",235.56,281.27,326.27,371.53,0.42991717814825
"Walking, pushing a wheelchair",235.87,280.77,327.17,372.47,0.97492820031864
"Walking, pushing a wheelchair",236.79,281.05,327.44,371.14,1.82054612180883
"Walking, pushing a wheelchair",236.65,281.81,327.68,371.39,1.42809110333744
"Walking, pushing a wheelchair",235.84,280.95,326.25,371.56,0.82604914817842
"Walking, pushing a wheelchair",236.22,280.95,327.82,371.7,1.56788490515944
"Walking, pushing a wheelchair",236.51,280.72,327.73,371.19,1.77017052541286
"Walking, pushing a wheelchair",235.62,280.37,327.39,372.4,-0.1090522520541
"Walking, pushing a wheelchair",235.11,280.63,327.87,372.12,0.0757069850965
"Walking, pushing a wheelchair",236.66,281.66,327.52,371.88,0.39036241635097
"Walking, pushing a wheelchair",236.85,281.41,327.24,372.76,-0.05182082756029
"Walking, pushing a wheelchair",235.63,281.21,326.64,372.86,0.2549969636147
"Walking, pushing a wheelchair",236.84,280.52,327.87,371.87,1.53052896317162
"Walking, pushing a wheelchair",236.79,280.26,327.15,371.89,0.02349981480166
"Walking, pushing a wheelchair",235.93,280.67,326.29,372.83,1.67536102457105
"Walking, pushing a wheelchair",236.36,281.83,326.26,372.83,0.22025839521226
"Walking, pushing a wheelchair",235.49,281.25,326.67,371.58,1.31049218964302
"Walking, pushing a wheelchair",235.94,281.35,326.47,371.3,1.05889245580898
"Walking, pushing a wheelchair",235.37,280.87,327.09,372.55,0.17916701982773
"Walking, pushing a wheelchair",236.08,280.49,326.13,371.03,1.29678707152052
"Walking, pushing a wheelchair",235.47,281.28,327.86,372.72,1.73756134672084
"Walking, pushing a wheelchair",235.81,281.39,327.57,371.0,0.78445590468897
"Walking, pushing a wheelchair",236.95,280.11,326.75,372.82,0.09097425017711
"Walking, pushing a wheelchair",235.55,281.54,327.95,371.76,-0.10158438669664
"Walking, pushing a wheelchair",236.95,280.91,326.63,371.85,0.79743087333669
"Walking, pushing a wheelchair",236.3,281.86,327.91,371.74,1.45749682718683
"Walking, pushing a wheelchair",235.24,280.64,327.18,372.33,0.21227443621139
"Walking, pushing a wheelchair",236.87,280.27,326.68,371.28,0.60696576864635
"Walking, pushing a wheelchair",235.09,280.53,327.51,371.13,1.21917162156454
"Walking, pushing a wheelchair",235.33,280.76,326.91,372.47,0.88326965344091
"Walking, pushing a wheelchair",235.86,280.44,326.98,372.45,0.16474676172599
"Walking, pushing a wheelchair",236.88,281.34,327.58,372.61,-0.08562705865993
"Walking, pushing a wheelchair",235.03,281.85,326.56,371.26,1.4526871806875
"Walking, pushing a wheelchair",235.09,281.0,327.3,371.17,1.4913696923978
"Walking, pushing a wheelchair",236.29,281.47,327.95,371.52,1.08995901564426
"Walking, pushing a wheelchair",235.45,280.88,326.45,372.73,0.00302598000641
"Walking, pushing a wheelchair",236.83,281.24,326.66,372.02,1.69347836539673
"Walking, pushing a wheelchair",235.76,280.17,326.32,371.39,0.22314589833236
"Walking, pushing a wheelchair",235.65,281.15,327.03,371.04,1.25566049564488
"Walking, pushing a wheelchair",235.43,280.23,326.13,371.79,1.28759333169691
"Walking, pushing a wheelchair",235.55,281.64,326.89,372.16,0.36644844276475
"Walking, pushing a wheelchair",236.21,281.8,326.32,372.13,0.2143905960201
"Walking, pushing a wheelchair",236.32,281.51,326.34,372.99,1.04594510061236
"Walking, pushing a wheelchair",236.68,281.32,326.46,372.39,0.27816359010824
"Walking, pushing a wheelchair",236.26,281.68,326.99,372.31,0.21517847550382
"Walking, pushing a wheelchair",236.31,280.94,327.83,371.09,0.56568462736601
"Walking, pushing a wheelchair",235.15,281.11,326.13,371.19,1.03021146421113
"Walking, pushing a wheelchair",236.3,281.0,326.84,371.14,0.41586450399747
"Walking, pushing a wheelchair",235.71,281.67,326.97,372.31,1.46125616879194
"Walking, pushing a wheelchair",236.27,280.43,326.29,372.55,0.64642249267613
"Walking, pushing a wheelchair",236.92,280.17,326.27,372.56,1.80067073637571
"Walking, pushing a wheelchair",235.36,280.7,326.34,372.6,1.19830133406177
"Walking, pushing a wheelchair",235.91,281.97,326.31,371.12,0.4599367123557
"Walking, pushing a wheelchair",236.61,281.85,326.19,372.93,0.84445150504398
"Walking, pushing a wheelchair",237.0,281.8,326.93,372.82,1.04668205747809
"Walking, pushing a wheelchair",235.45,280.54,326.17,372.05,0.78533700458822
"Walking, pushing a wheelchair",236.5,281.05,326.49,371.79,0.95333148923682
"Walking, pushing a wheelchair",236.62,281.6,327.44,371.26,1.12783160720498
"Walking, pushing a wheelchair",235.28,280.96,327.13,372.44,-0.12403769426105
"Walking, pushing a wheelchair",235.89,280.11,326.96,372.29,0.4907685795075
"Walking, pushing a wheelchair",236.52,280.87,326.17,372.25,1.37332509077952
"Walking, pushing a wheelchair",236.82,280.88,326.21,371.52,0.48117978247293
"Walking, pushing a wheelchair",236.65,280.23,327.29,371.97,1.15072763101541
"Walking, pushing a wheelchair",235.03,280.87,326.04,372.27,0.70093847422442
"Walking, pushing a wheelchair",236.4,281.47,326.08,372.08,1.57628498888839
"Walking, pushing a wheelchair",236.74,280.44,327.46,371.62,1.1650558047189
"Walking, pushing a wheelchair",235.88,281.99,327.53,372.47,0.9284943388225
"Walking, pushing a wheelchair",236.21,281.05,327.14,372.88,1.35951061192879
"Walking, pushing a wheelchair",236.87,281.32,328.0,371.72,0.21533072594693
